cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	nt_tapah	nt_lekon	nt_simalur	Concepticon_Gloss	Concepticon_ID	concept_url
the Mentawai (Pagai & Sipora) list (no date)	1528	Kasei irioeake radja pakoiniet	NA	wie is door den vorst tot afgezant aangesteld?	who has been appointed delegate by the king?	siapa yang diangkat sebagai utusan oleh raja?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1528	Kasei iteoeake rimata pakoiniet?	NA	wie is door den vorst tot afgezant aangesteld?	who has been appointed delegate by the king?	siapa yang diangkat sebagai utusan oleh raja?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1529	Piga sia saanak boea rimatam?	NA	over hoeveel lieden regeert uw vorst?	over how many people does your king reign?	berapa jumlah rakyat yang diperintah oleh raja anda?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1530	Bat oinan neˈneˈ taˈmoi toepoeabangi	NA	deze rivier is niet te bevaren	this river is unnavigable	sungai ini tak terlayari	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1531	Kipa boeroenia toepoeabak ta aîla koat?	NA	hoe lang varen is het tot aan zee?	how long does it take to reach the sea by boat?	berapa lama kita harus berlayar hingga sampai ke laut?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1532	Taˈanai djambatan, kipa koepetalipo bat oinan neˈneˈ?	NA	er is geen brug; hoe kan ik de rivier oversteken?	there is no bridge; how can I cross the river?	tidak ada jembatan; bagaimana saya dapat menyeberangi sungai?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1533	Senet gogoi me kai ka leleu masigaba boeat kadjoe	NA	elke dag gaan wij vruchten zoeken in het bos	everyday we look for fruits in the forest	setiap hari kami pergi mencari buah-buahan di hutan	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1534	Aileoe koegaba seˈseˈ kan koeroukoe	NA	ik wil voor mijn paard gras zoeken	I want to find grass for my horse	saya ingin mencari rumput untuk kuda saya	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1535	Piganga gogoian taˈai bela oerat?	NA	hoeveel dagen heeft het niet geregend?	how many days has it been since it rained?	sudah berapa hari hujan tidak turun?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1536	Ta isese sikoeania pagaladjat toeboe mai	NA	het is niet waar wat zij van ons zeggen	it is not true what they say about us	tidak benar apa yang mereka katakan tentang kami	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1537	Ai roebania enoengan; kai pa ta'ei	NA	de weg splitst zich, waarheen moeten wij gaan?	the road forks, which way should we go?	jalan bercabang dua, ke mana kami harus pergi?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1538	Kasei momoi ibairat peti neˈneˈ?	NA	wie kan deze kist dragen?	who can carry this chest?	siapa yang mampu memikul peti ini?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1539	Aisoe / seiloe oinan , pasi taptap komangkoe	NA	haal water om mijn kleren te wassen	bring water to wash try clothes	ambil air untuk mencuci pakaian saya	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1540	Tidoupe gougou roea ele teloenga moeneng ka toeboe mai ; bo͡eleu iake	NA	vraag hem om een paar kippen, misschien geeft hij ze	ask him for a few chickens perhaps he will give them	minta kepada dia beberapa ekor ayam, barangkali ia akan memberikannya	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1541	Kasei ta'moi itoet akoe, sedda ikoedoe sene	NA	wie mij niet volgen kan moet hier blijven	whoever can not keep up, should stay here	siapa yang tidak sanggup mengikuti saya, harus tinggal di sini	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1542	Koegalak Ie sia roea	NA	ik laat hier twee mannen achter	here I am leaving two men behind	saya meninggalkan dua orang di sini	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1543	Kele ai tata rimata pasagak rangan saanak boeania	NA	na de dood van de koning brak een oorlog uit	war broke out after the death of the king	perang timbul setelah kematlan raja	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1544	Kasei sia abele ka pasagangara	NA	wie heeft in de oorlog overwonnen?	who won the war?	siapa yang menang dalam peperangan itu?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1545	Kipagalainia ai bara besi sirimanoea neˈ?	NA	waardoor zijn deze lieden ziek geworden?	what made these people ill?	apa yang menyebabkan orang-orang ini menjadi sakit?	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	1546	Ai leoe sirimanoea siagainia masialeake ekeoe	NA	er is iemand die u genezen kan	there is someone who can make you better	ada orang yang dapat menyembuhkan anda	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	add_1	lakopa	NA	NA	mangosteen	manggis	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	add_2	njoang lêleu	NA	NA	cricket	jangkrik	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	add_3	njoang	NA	NA	asthma	asma	NA	NA	NA	NA	NA	NA										NA	NA	NA
the Mentawai (Pagai & Sipora) list (no date)	add_4	terengangang	NA	NA	scorpion	kalajengking	NA	NA	NA	NA	NA	NA										NA	NA	NA
